PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW;2017 MAN;2017 VROUW;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;master;4;6;0;9;1;5;4;11;3;7;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;master;0;0;0;0;1;0;0;0;0;1;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;1;0;0;1;3;2;1;0;6;0;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;0;0;0;0;0;0;0;0;1;0;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;2;23;2;9;5;23;1;31;7;26;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;master;2;7;5;4;5;5;2;9;2;8;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60832;M Mediastudies (research);voltijd onderwijs;master;1;3;2;2;1;2;2;3;0;6;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60833;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;0;0;0;0;0;1;0;0;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;master;0;0;0;2;0;1;0;0;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60851;M Neerlandistiek (research);voltijd onderwijs;master;0;0;0;1;0;0;0;0;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;master;3;3;4;5;2;3;2;4;4;3;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;60740;M Talenonderwijs en Communicatie;voltijd onderwijs;master;0;2;0;1;0;1;0;1;1;2;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;master;1;0;0;0;1;0;0;0;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;master;0;0;0;0;0;1;0;0;0;1;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;master;0;0;0;1;1;0;0;0;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;master;0;0;0;0;0;0;0;1;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;master;0;0;0;3;0;0;1;1;0;1;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;master;0;0;1;0;0;0;0;0;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;master;0;0;0;0;1;0;0;1;0;1;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;master;0;0;1;0;0;0;0;0;0;0;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;master;0;1;0;0;0;2;0;0;1;0;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;master;1;0;1;1;1;0;1;0;1;0;
Utrecht;0344;UTRECHT;reguliere inst.;postmaster;21PD;Universiteit Utrecht;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;gezondheidszorg;n.v.t. (gezondheidszorg);55007;B Klinische Technologie (joint degree);voltijd onderwijs;bachelor;0;0;29;38;20;58;25;58;31;60;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;sectoroverstijgend;sectoroverstijgend;55009;B Molecular Science and Technology (joint degree);voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;1;0;1;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;sectoroverstijgend;sectoroverstijgend;55010;B Life Science and Technology (joint degree);voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;64;69;68;70;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);55003;B Nanobiologie (joint degree);voltijd onderwijs;bachelor;0;0;38;26;45;32;47;60;57;33;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);55003;B Nanobiologie (joint degree);voltijd onderwijs;propedeuse bachelor;30;31;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56286;B Life Science and Technology;voltijd onderwijs;propedeuse bachelor;32;51;26;33;34;26;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;bachelor;2;1;113;120;140;147;150;158;176;187;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;propedeuse bachelor;101;113;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56952;B Civiele Techniek;voltijd onderwijs;bachelor;0;0;256;72;208;66;189;57;254;84;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56952;B Civiele Techniek;voltijd onderwijs;propedeuse bachelor;251;78;1;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;bachelor;1;0;112;10;142;8;120;10;125;9;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;propedeuse bachelor;111;6;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56955;B Industrieel Ontwerpen;voltijd onderwijs;bachelor;0;0;132;130;128;118;103;131;140;166;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56955;B Industrieel Ontwerpen;voltijd onderwijs;propedeuse bachelor;153;111;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56956;B Luchtvaart- en Ruimtevaarttechniek;voltijd onderwijs;bachelor;0;2;324;52;349;50;333;64;374;36;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56956;B Luchtvaart- en Ruimtevaarttechniek;voltijd onderwijs;propedeuse bachelor;320;46;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56957;B Maritieme Techniek;voltijd onderwijs;bachelor;1;0;85;10;68;14;51;12;60;17;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56957;B Maritieme Techniek;voltijd onderwijs;propedeuse bachelor;77;11;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56959;B Technische Aardwetenschappen;voltijd onderwijs;bachelor;0;0;63;32;61;16;49;20;39;21;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56959;B Technische Aardwetenschappen;voltijd onderwijs;propedeuse bachelor;63;18;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;bachelor;0;0;146;32;154;28;199;45;177;23;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;propedeuse bachelor;157;16;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;bachelor;0;0;158;14;160;8;184;19;278;27;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;propedeuse bachelor;130;9;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;bachelor;0;0;46;35;69;31;77;41;69;37;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;propedeuse bachelor;65;29;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;bachelor;0;1;388;49;456;57;455;59;424;41;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;459;43;1;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56995;B Technische Bestuurskunde;voltijd onderwijs;bachelor;0;1;94;57;88;53;76;54;85;55;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56995;B Technische Bestuurskunde;voltijd onderwijs;propedeuse bachelor;93;60;0;0;0;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;bachelor;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);59308;B Molecular Science and Technology;voltijd onderwijs;propedeuse bachelor;54;14;43;17;45;21;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60178;M Offshore and Dredging Engineering;voltijd onderwijs;master;19;5;33;8;29;9;14;4;14;3;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60179;M Engineering and Policy Analysis;voltijd onderwijs;master;14;10;16;8;12;14;18;8;17;5;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60300;M Computer Science;voltijd onderwijs;master;21;6;21;11;35;14;50;23;46;26;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;master;15;2;14;4;29;13;26;9;35;8;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;master;8;3;5;4;11;8;12;8;28;12;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60348;M Applied Mathematics;voltijd onderwijs;master;5;2;13;2;8;0;8;5;9;3;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60349;M Architecture, Urbanism and Building Sciences;voltijd onderwijs;master;75;99;73;105;129;110;96;148;126;168;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60351;M Computer Engineering;voltijd onderwijs;master;3;0;5;2;10;0;6;2;11;0;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60352;M Civil Engineering;voltijd onderwijs;master;36;23;45;38;72;38;91;41;90;56;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;master;49;23;75;15;92;36;60;24;76;28;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60354;M Integrated Product Design;voltijd onderwijs;master;11;2;9;6;9;11;16;6;15;11;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60355;M Design for Interaction;voltijd onderwijs;master;7;13;10;12;7;18;8;16;16;33;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60356;M Strategic Product Design;voltijd onderwijs;master;7;12;5;11;5;10;8;11;14;24;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60358;M Complex Systems Engineering and Management;voltijd onderwijs;master;3;5;2;1;3;4;6;6;9;2;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;master;17;1;17;3;29;3;20;5;23;4;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60360;M Applied Earth Sciences;voltijd onderwijs;master;36;9;56;14;61;20;59;22;30;17;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60361;M Transport, Infrastructure and Logistics;voltijd onderwijs;master;8;4;5;6;7;4;6;6;13;12;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;master;0;3;5;4;8;1;8;0;10;5;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;master;17;6;17;7;28;14;25;20;28;15;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;master;39;7;54;7;80;8;64;12;75;7;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;master;41;13;37;17;58;13;54;17;52;15;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);65011;M Nanobiology (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;2;1;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;master;5;8;9;11;18;16;13;15;17;18;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66286;M Life Science and Technology;voltijd onderwijs;master;3;2;7;2;8;9;6;6;10;6;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66954;M Geomatics;voltijd onderwijs;master;4;3;2;4;3;2;6;7;9;7;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66956;M Aerospace Engineering;voltijd onderwijs;master;66;13;133;21;152;33;83;17;115;20;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66957;M Marine Technology;voltijd onderwijs;master;4;2;10;4;20;4;9;1;18;2;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66958;M Materials Science and Engineering;voltijd onderwijs;master;5;2;12;5;9;5;11;5;15;8;
Zuid-Holland;0503;DELFT;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66995;M Management of Technology;voltijd onderwijs;master;29;7;14;17;21;16;25;10;26;19;
Zuid-Holland;0503;DELFT;reguliere inst.;postmaster;21PF;Technische Universiteit Delft;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;deeltijd onderwijs;master;1;2;0;0;1;0;0;0;0;0;
Zuid-Holland;0503;DELFT;reguliere inst.;postmaster;21PF;Technische Universiteit Delft;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;master;2;1;0;0;3;2;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;bachelor;1;0;0;0;0;1;0;1;1;1;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;propedeuse bachelor;11;41;10;42;5;35;12;52;5;36;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;deeltijd onderwijs;bachelor;0;0;0;0;0;1;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;deeltijd onderwijs;propedeuse bachelor;0;0;0;2;1;0;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;voltijd onderwijs;propedeuse bachelor;32;79;18;80;25;79;17;89;20;122;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;deeltijd onderwijs;propedeuse bachelor;2;0;0;2;0;1;2;2;0;2;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;1;1;1;8;0;3;2;3;0;2;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;propedeuse bachelor;84;332;82;287;71;273;61;232;116;390;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;propedeuse bachelor;106;107;105;100;107;78;100;99;207;281;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;bachelor;0;3;0;1;0;3;0;3;0;3;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;propedeuse bachelor;6;130;5;111;2;73;0;70;1;74;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;3;5;4;4;6;4;6;12;1;12;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;propedeuse bachelor;98;81;63;50;43;46;45;44;62;39;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;bachelor;0;0;0;0;1;0;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;propedeuse bachelor;73;148;90;133;89;159;70;201;92;190;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;bachelor;0;3;0;2;1;0;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;propedeuse bachelor;12;48;14;45;13;52;17;50;19;48;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;deeltijd onderwijs;propedeuse bachelor;0;0;1;0;0;0;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;1;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;voltijd onderwijs;propedeuse bachelor;23;12;40;20;18;4;42;27;48;28;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50206;B Natuurkunde;voltijd onderwijs;propedeuse bachelor;35;5;35;5;54;3;50;15;52;14;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50207;B Bio-Farmaceutische Wetenschappen;voltijd onderwijs;propedeuse bachelor;51;101;70;101;79;147;95;131;67;128;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56286;B Life Science and Technology;voltijd onderwijs;propedeuse bachelor;21;28;35;28;56;50;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;propedeuse bachelor;50;38;63;52;52;51;49;41;50;51;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;propedeuse bachelor;55;6;55;6;49;7;50;6;67;13;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;propedeuse bachelor;28;12;4;1;34;12;34;16;27;13;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);59308;B Molecular Science and Technology;voltijd onderwijs;propedeuse bachelor;26;14;37;11;76;24;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;0;0;1;0;0;0;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;propedeuse bachelor;2;3;1;2;2;5;1;0;4;3;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;0;0;0;0;0;1;0;0;0;0;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;propedeuse bachelor;195;343;176;264;189;280;164;275;214;311;
Zuid-Holland;0546;LEIDEN;reguliere inst.;bachelor;21PB;Universiteit Leiden;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;propedeuse bachelor;33;29;43;20;30;20;25;19;31;16;
