PROVINCIE,GEMEENTENAAM,TYPE HOGER ONDERWIJS,INSTELLINGSNAAM ACTUEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,2013 MAN,2013 VROUW,2014 MAN,2014 VROUW,2015 MAN,2015 VROUW,2016 MAN,2016 VROUW,2017 MAN,2017 VROUW
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56551,B Geneeskunde,0,0,0,0,0,0,1,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56947,"B Geografie, Planologie en Milieu",47,22,39,24,39,21,30,20,43,20
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56947,"B Geografie, Planologie en Milieu",0,0,0,0,0,1,1,7,2,15
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56627,B Bestuurskunde,39,27,36,23,26,17,22,20,34,35
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56627,B Bestuurskunde,1,0,0,0,2,0,0,0,1,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56615,B Communicatiewetenschap,17,48,17,38,12,36,12,37,13,41
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56615,B Communicatiewetenschap,0,1,0,0,0,1,0,1,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56607,B Pedagogische Wetenschappen,7,154,5,105,6,73,1,52,7,97
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56607,B Pedagogische Wetenschappen,0,1,0,0,0,1,0,0,0,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56606,B Politicologie,45,28,46,21,41,20,42,17,40,25
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56606,B Politicologie,0,0,1,0,2,2,3,7,5,4
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56604,B Psychologie,79,286,69,238,61,197,160,424,88,265
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56604,B Psychologie,0,1,0,2,0,1,0,1,1,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56601,B Sociologie,9,33,14,22,10,15,4,25,6,18
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56601,B Sociologie,0,0,0,0,0,0,0,1,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50035,B Culturele Antropologie en Ontwikkelingssociologie,3,38,9,24,6,23,3,22,6,27
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50035,B Culturele Antropologie en Ontwikkelingssociologie,0,0,0,0,1,0,0,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50950,B Economie en Bedrijfseconomie,99,34,100,39,97,31,92,42,107,44
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50950,B Economie en Bedrijfseconomie,3,2,4,4,4,3,5,8,10,5
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50645,B Bedrijfskunde,164,107,146,92,117,75,139,95,198,125
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50645,B Bedrijfskunde,1,5,1,2,1,4,2,6,5,10
Gelderland,APELDOORN,bachelor,Theologische Universiteit Apeldoorn,56109,B Theologie,5,3,6,3,1,1,2,3,5,3
